Qty,Comment,Device,Footprint,Designator,,,,,,,,,,,,TYPE,VALUE
,,,,,,,,,,,,,,,,,
1,HDMI-RCPT,10029449,10029449-001RLF,J1,"Connector, Hdmi Type a, Receptacle, 19 Position, Full Ree",USB, DVI, HDMI Connectors,HDMI, Displayport & DVI Connectors TYPE A RECEPTACLE ,Amphenol ICC (FCI),10029449-001RLF,-20°C ~ 85°C,ACTIVE,-,RoHS Compliant,10029449
